title,description,file size and date,additional keywords,link,derived_link
Relations between the Catholic Church and the state,"['divine right of kings, from nineteenth- and twentieth-century concepts of ', 'democracy', ' and pluralism to the appearance of left- and right-wing dictatorial regimes...']","['96 KB (12,741 words) - 21:22, 29 October 2023']","['(redirect from ', ""Roman Catholicism's links with "", 'democracy', ' and dictatorships', ')']",/wiki/Relations_between_the_Catholic_Church_and_the_state,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Sawaba,"['The Union of Popular Forces for ', 'Democracy', ' and Progress–Sawaba (French: Union des Forces Populaires pour la Démocratie et le Progrès – Sawaba, UDFP–Sawaba)...']","['15 KB (1,927 words) - 22:52, 7 November 2023']","['(redirect from ', 'Union of Popular Forces for ', 'Democracy', ' and Progress', ')']",/wiki/Sawaba,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Socialist ,"['The Socialist ', 'Democracy', ' of Guinea (French: Démocratie Socialiste de Guinée, DSG) was a political party in Guinea. DSG was founded in the run-up to the...']","['7 KB (569 words) - 01:32, 19 October 2022']",[],/wiki/Socialist_Democracy_of_Guinea,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Citizens' Movement (Mexico),"['founded on August 1, 1999, It was initially known as Convergence for ', 'Democracy', ' (Spanish: Convergencia por la Democracia), but the name was shortened...']","['13 KB (641 words) - 01:38, 9 November 2023']","['(redirect from ', 'Convergence for ', 'Democracy', ')']",/wiki/Citizens%27_Movement_(Mexico),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Saxon State Ministry of Justice and for ,"['The Saxon State Ministry of Justice and for ', 'Democracy', ', European Affairs and Gender Equality (Sächsisches Staatsministerium der Justiz und für Demokratie...']","['2 KB (171 words) - 01:09, 7 May 2022']",[],"/wiki/Saxon_State_Ministry_of_Justice_and_for_Democracy,_European_Affairs_and_Equality",/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Unfinished Symphony: ,"['Unfinished Symphony: ', 'Democracy', ' and Dissent is a 59-minute documentary film about a protest against the Vietnam War divided into three sections, mirroring...']","['6 KB (734 words) - 19:48, 24 September 2023']",[],/wiki/Unfinished_Symphony:_Democracy_and_Dissent,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Kurdish Freedom and ,"['The Kurdish Freedom and ', 'Democracy', ' Alliance (Turkish: Kürt Özgürlük ve Demokrasi İttifakı, KÖDİ; Kurdish: Tifaqa Azadî û Demokrasiyê ya Kurd, TADK) is...']","['6 KB (177 words) - 11:00, 21 June 2023']",[],/wiki/Kurdish_Freedom_and_Democracy_Alliance,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Of Grunge and Government,"[""Of Grunge and Government: Let's Fix This Broken "", 'Democracy', ' (ISBN\xa00-9719-2065-6) is a political non-fiction book written by rock musician Krist Novoselic...']","['1 KB (112 words) - 05:39, 19 August 2021']","['(redirect from ', ""Of Grunge and Government: Let's Fix This Broken "", 'Democracy', ')']",/wiki/Of_Grunge_and_Government,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Take Back Your Government,"['Your Government!: A Practical Handbook for the Private Citizen Who Wants ', 'Democracy', ' to Work was an early work by Robert A. Heinlein. It was published in 1992...']","['2 KB (208 words) - 23:09, 6 July 2023']","['(redirect from ', 'Take Back Your Government!: A Practical Handbook for the Private Citizen Who Wants ', 'Democracy', ' to Work', ')']",/wiki/Take_Back_Your_Government,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Politics of Morocco,"[' ""Moroccan king in referendum win"". irishtimes.com. ""', 'Democracy', ' Index 2022: Frontline ', 'democracy', ' and the battle for Ukraine"" (PDF). Economist Intelligence...']","['16 KB (1,293 words) - 08:37, 26 October 2023']","['(redirect from ', 'Democracy', ' in Morocco', ')']",/wiki/Politics_of_Morocco,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Social Democratic Party (Romania),"['1993, this merged with three other parties to become the Party of Social ', 'Democracy', ' in Romania (Romanian: Partidul Democrației Sociale in România, PDSR)....']","['101 KB (6,750 words) - 18:10, 31 October 2023']","['(redirect from ', 'Party of Social ', 'Democracy', ' in Romania', ')']",/wiki/Social_Democratic_Party_(Romania),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Forum for ,"['The Forum for ', 'Democracy', ', Development and Morality (French: Forum pour la Démocratie, le Développement el la Moralité, FDDM) was a political party in Benin...']","['1 KB (148 words) - 08:20, 9 March 2023']",[],"/wiki/Forum_for_Democracy,_Development_and_Morality",/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
National Democrats (United Kingdom),"['for National ', 'Democracy', '. By the beginning of 2002, the party continued as a pressure group under the name Campaign for National ', 'Democracy', '; until 2008....']","['16 KB (1,288 words) - 16:47, 16 December 2022']","['(redirect from ', 'Campaign for National ', 'Democracy', ')']",/wiki/National_Democrats_(United_Kingdom),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Democratic National Rally,"['of Algeria"". New Republic. Retrieved 4 June 2015. ""National Rally for ', 'Democracy', ' (RND)"". Berkley Center. Archived from the original on 19 June 2015. Retrieved...']","['8 KB (400 words) - 02:21, 20 August 2023']","['(redirect from ', 'National Rally for ', 'Democracy', ' (Algeria)', ')']",/wiki/Democratic_National_Rally,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Members of the House of Representatives of the Netherlands for Forum for ,"['Netherlands for Forum for ', 'Democracy', ' is a list of all members of the House of Representatives who have been members of the Forum for ', 'Democracy', ' faction. Left the...']","['3 KB (171 words) - 10:32, 17 September 2023']",[],/wiki/Members_of_the_House_of_Representatives_of_the_Netherlands_for_Forum_for_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Republicans for the Rule of Law,"['initiative of the conservative, anti-Donald Trump political group Defending ', 'Democracy', ' Together, founded by Bill Kristol, Mona Charen, Linda Chavez, Sarah Longwell...']","['7 KB (571 words) - 15:13, 14 October 2023']","['(redirect from ', 'Defending ', 'Democracy', ' Together', ')']",/wiki/Republicans_for_the_Rule_of_Law,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Politics Lost,"['Politics Lost: How American ', 'Democracy', "" Was Trivialized By People Who Think You're Stupid, reprinted in 2007 as Politics Lost: From RFK to W: How Politicians...""]","['2 KB (140 words) - 18:48, 24 February 2019']","['(redirect from ', 'Politics Lost: How American ', 'Democracy', "" Was Trivialized by People Who Think You're Stupid"", ')']",/wiki/Politics_Lost,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
One Market Under God,"['Under God: Extreme Capitalism, Market Populism, and the End of Economic ', 'Democracy', ' is a 2000 book by historian and author Thomas Frank. It was published...']","['3 KB (354 words) - 09:05, 20 February 2023']","['(redirect from ', 'One Market Under God: Extreme Capitalism, Market Populism, and the End of Economic ', 'Democracy', ')']",/wiki/One_Market_Under_God,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Multi-party system,"['of nations that have used a multi-party system effectively in their ', 'democracies', '. In these countries, usually no single party has a parliamentary majority...']","['6 KB (714 words) - 16:56, 7 November 2023']","['(redirect from ', 'Multiparty ', 'democracy', ')']",/wiki/Multi-party_system,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Every Voice,"['the Public Campaign Action Fund, a 501(c)(4) group, and the Friends of ', 'Democracy', '. Every Voice, along with its affiliated Super PAC, Every Voice Action...']","['11 KB (791 words) - 07:44, 10 April 2023']","['(redirect from ', 'Friends of ', 'Democracy', ' PAC', ')']",/wiki/Every_Voice,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Good Old Democratic Party,"['The Good Old Democratic Party (GOD), also known as Good Old ', 'Democracy', ', is a minor political party in Grenada founded and led by Justin Francis McBurnie...']","['4 KB (194 words) - 23:50, 7 July 2022']","['(redirect from ', 'Good Old ', 'Democracy', ')']",/wiki/Good_Old_Democratic_Party,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Lincoln's Birthday Committee for ,"[""The Lincoln's Birthday Committee for "", 'Democracy', ' and Intellectual Freedom (LBCDIF) was an antifascist organization of scientists founded by Franz Boas in...']","['2 KB (270 words) - 17:17, 9 April 2023']",[],/wiki/Lincoln%27s_Birthday_Committee_for_Democracy_and_Intellectual_Freedom,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Social media use in politics,"['powerful communications media, and perhaps thus revitalize citizen-based ', 'democracy', '."" Scholar Derrick de Kerckhove described the new technology in media:...']","['67 KB (8,559 words) - 12:26, 10 November 2023']","['(redirect from ', 'Democracy', ' and social media', ')']",/wiki/Social_media_use_in_politics,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Front for ,"['The Front for ', 'Democracy', ' and Human Rights (Persian: جبهه دموکراسی\u200cخواهی و حقوق بشر) was an alliance founded by Mostafa Moin in 2005, as the main theme...']","['2 KB (193 words) - 07:37, 28 February 2023']",[],/wiki/Front_for_Democracy_and_Human_Rights,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
List of political parties in Somalia,"['Political Parties"". NIEC. Retrieved 2022-05-16. ""In Somalias nascent ', 'democracy', ' clans could still be needed"". Garowe Online. 8 November 2019. Metz, Helen...']","['12 KB (676 words) - 19:27, 2 October 2023']","['(redirect from ', 'Somali Forum for Unity and ', 'Democracy', ')']",/wiki/List_of_political_parties_in_Somalia,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Hans van den Doel (People's Party for Freedom and ,"[""22, 2010) was a Dutch politician of the People's Party for Freedom and "", 'Democracy', ' (VVD). He served as Mayor of Anna Paulowna from June 1, 2009 until his...']","['2 KB (60 words) - 14:23, 30 January 2022']",[],/wiki/Hans_van_den_Doel_(People%27s_Party_for_Freedom_and_Democracy),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
ANHAD,"['ANHAD (Act Now for Harmony and ', 'Democracy', ') is an Indian socio-cultural organization established in March 2003, as a response to 2002 Gujarat riots. Social...']","['12 KB (936 words) - 05:55, 9 May 2023']","['(redirect from ', 'Act Now for Harmony and ', 'Democracy', ')']",/wiki/ANHAD,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
The Closing of the American Mind,"['The Closing of the American Mind: How Higher Education Has Failed ', 'Democracy', "" and Impoverished the Souls of Today's Students is a 1987 book by the philosopher...""]","['36 KB (4,368 words) - 03:27, 26 October 2023']","['(redirect from ', 'The Closing of the American Mind: How Higher Education Has Failed ', 'Democracy', "" and Impoverished the Souls of Today's Students"", ')']",/wiki/The_Closing_of_the_American_Mind,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Political Order and Political Decay,"['Political Decay: From the Industrial Revolution to the Globalisation of ', 'Democracy', ' is a 2014 book by American political scientist Francis Fukuyama. The book...']","['13 KB (1,610 words) - 04:03, 6 June 2023']","['(redirect from ', 'Political Order and Political Decay: From the Industrial Revolution to the Globalisation of ', 'Democracy', ')']",/wiki/Political_Order_and_Political_Decay,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Union of Forces for Change and ,"['Union of Forces for Change and ', 'Democracy', ' (French: Union des forces pour le changement et la démocratie, UFCD) is a Chadian rebel group which split from...']","['1 KB (119 words) - 18:33, 1 October 2022']",[],/wiki/Union_of_Forces_for_Change_and_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Campaign for Economic ,"['Campaign for Economic ', 'Democracy', ' (CED) was a California-based political action committee founded by activist and politician Tom Hayden along with his wife...']","['6 KB (537 words) - 07:25, 29 September 2020']",[],/wiki/Campaign_for_Economic_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Bioregionalism,"['geographer, writer and anarchist Geo-fence\xa0– Virtual perimeter Grassroots ', 'democracy', '\xa0– Type that favors individual activism Green anarchism\xa0– Branch of anarchism...']","['13 KB (1,447 words) - 05:12, 13 October 2023']","['(redirect from ', 'Bioregional ', 'democracy', ')']",/wiki/Bioregionalism,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
César Hidalgo,"['Relatedness, Data Visualization, Applied Artificial Intelligence, and Digital ', 'Democracy', '. Prior to joining the University of Toulouse, Hidalgo was a professor...']","['21 KB (2,131 words) - 03:58, 28 June 2023']","['(redirect from ', 'Augumented ', 'democracy', ')']",/wiki/C%C3%A9sar_Hidalgo,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Campaign for Economic ,"['Campaign for Economic ', 'Democracy', ' (CED) was a California-based political action committee founded by activist and politician Tom Hayden along with his wife...']","['6 KB (537 words) - 07:25, 29 September 2020']",[],/wiki/Campaign_for_Economic_Democracy,/wiki/Winds_of_Change:_The_Future_of_Democracy_of_Iran
"Reza Pahlavi, Crown Prince of Iran","['Council of Iran, an exiled opposition group, participates in the Iranian ', 'democracy', "" movement, and is a prominent critic of Iran's Islamic Republic government...""]","['51 KB (5,537 words) - 15:17, 16 October 2023']","['(redirect from ', 'Winds of Change: The Future of ', 'Democracy', ' of Iran', ')']","/wiki/Reza_Pahlavi,_Crown_Prince_of_Iran",/wiki/Winds_of_Change:_The_Future_of_Democracy_of_Iran
Canadian Coalition for ,"['The Canadian Coalition for ', 'Democracies', ' (CCD) was a Canadian political action organization that advocated greater support for Israel, India, and minorities...']","['7 KB (788 words) - 13:36, 31 July 2023']",[],/wiki/Canadian_Coalition_for_Democracies,/wiki/Winds_of_Change:_The_Future_of_Democracy_of_Iran
2021 PSDB presidential primary,"['primary was held on 21 and 27 November 2021 to elect the Brazilian Social ', 'Democracy', ' Party presidential nominee. In 2018, PSDB choose Geraldo Alckmin as its...']","['18 KB (1,336 words) - 04:20, 9 September 2023']","['(redirect from ', '2022 Brazilian Social ', 'Democracy', ' Party presidential primary', ')']",/wiki/2021_PSDB_presidential_primary,/wiki/Winds_of_Change:_The_Future_of_Democracy_of_Iran
